"Avg Sequence Length","Number of Merges","_defaultColorIndex","createdAt","id","name","surface_form_maxlen"
"40.242168674698796","10","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"40.1140562248996","11","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"39.990763052208834","12","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"39.8706827309237","13","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"39.755421686746985","14","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"39.64417670682731","15","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"39.53574297188755","16","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"39.43092369477912","17","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"39.33012048192771","18","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"39.23293172690763","19","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"39.14096385542169","20","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"39.05140562248996","21","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"38.96345381526105","22","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"38.87710843373494","23","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"38.79236947791165","24","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"38.70923694779116","25","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"38.62690763052209","26","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"38.545381526104414","27","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"38.46425702811245","28","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"38.38433734939759","29","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"38.30441767068273","30","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"38.22570281124498","31","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"38.14859437751004","32","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"38.0714859437751","33","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"37.99598393574297","34","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"37.92088353413654","35","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"37.84618473895582","36","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"37.77269076305221","37","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"37.70120481927711","38","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"37.63132530120482","39","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"37.56265060240964","40","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"37.495582329317266","41","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"37.43012048192771","42","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"37.36546184738956","43","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"37.30240963855422","44","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"37.24096385542169","45","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"37.18152610441767","46","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"37.12449799196787","47","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"37.067871485943776","48","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"37.01365461847389","49","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.963855421686745","50","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.916465863453816","51","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.871084337349394","52","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.8285140562249","53","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.78875502008032","54","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.75020080321285","55","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.713654618473896","56","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.67831325301205","57","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.643775100401605","58","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.611244979919675","59","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.579518072289154","60","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.54819277108434","61","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.51767068273092","62","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.48835341365462","63","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.46024096385542","64","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.43293172690763","65","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.40562248995984","66","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.379116465863454","67","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.35341365461847","68","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.3289156626506","69","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.30522088353413","70","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.28313253012048","71","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.262650602409636","72","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.2429718875502","73","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.22409638554217","74","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.20602409638554","75","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.189156626506026","76","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.17269076305221","77","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.1570281124498","78","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.14176706827309","79","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.12730923694779","80","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.11325301204819","81","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.100401606425706","82","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.089156626506025","83","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.079518072289154","84","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.06987951807229","85","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.06024096385542","86","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.05180722891566","87","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.043373493975906","88","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.035341365461846","89","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.02771084337349","90","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.02048192771084","91","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
"36.01365461847389","92","3","2024-06-19T22:37:50","a2bp92o4","STEP_1_BPE_xnli_ZeTT_dynamic_bpe_lng_en_surflen_4_batch_32_bpe_token_boundary_pretokens_adapter_path_dynamic_bpe_en_lora_alpha_256_drop_0.3_rank_128_seed_42_merges_10_10062024","4"
